Date,SPY,AAPL,MSFT,GOOGL,AMZN,TSLA,NVDA,META,BRK-B,UNH,JNJ
2021-06-15,424.4800109863281,129.63999938964844,258.3599853515625,121.41950225830078,169.156494140625,199.7866668701172,177.88499450683594,336.75,283.94000244140625,400.2799987792969,164.49000549316406
2021-06-16,422.1099853515625,130.14999389648438,257.3800048828125,120.77249908447266,170.7624969482422,201.6233367919922,178.1024932861328,331.0799865722656,283.1099853515625,397.25,164.42999267578125
2021-06-17,421.9700012207031,131.7899932861328,260.8999938964844,121.74349975585938,174.46200561523438,205.53334045410156,186.57249450683594,336.510009765625,278.69000244140625,397.3500061035156,165.22000122070312
2021-06-18,414.9200134277344,130.4600067138672,259.42999267578125,120.11100006103516,174.34500122070312,207.77000427246094,186.3874969482422,329.6600036621094,274.0400085449219,389.3699951171875,161.97999572753906
2021-06-21,420.8599853515625,132.3000030517578,262.6300048828125,121.8125,172.697998046875,206.94332885742188,184.2725067138672,332.2900085449219,277.1000061035156,398.07000732421875,163.83999633789062
2021-06-22,423.1099853515625,133.97999572753906,265.510009765625,122.33049774169922,175.27200317382812,207.90333557128906,188.86749267578125,339.0299987792969,276.9200134277344,398.69000244140625,163.6199951171875
2021-06-23,422.6000061035156,133.6999969482422,265.2699890136719,122.12699890136719,175.1909942626953,218.85667419433594,190.57249450683594,340.5899963378906,274.6600036621094,395.55999755859375,162.6300048828125
2021-06-24,425.1000061035156,133.41000366210938,266.69000244140625,122.5,172.45399475097656,226.60667419433594,192.05499267578125,343.17999267578125,275.489990234375,398.8699951171875,163.3699951171875
2021-06-25,426.6099853515625,133.11000061035156,265.0199890136719,122.50849914550781,170.072998046875,223.9566650390625,190.30999755859375,341.3699951171875,278.3800048828125,404.95001220703125,164.2100067138672
2021-06-28,427.4700012207031,134.77999877929688,268.7200012207031,122.53600311279297,172.1945037841797,229.57333374023438,199.85000610351562,355.6400146484375,276.6099853515625,401.4599914550781,164.02000427246094
2021-06-29,427.70001220703125,136.3300018310547,271.3999938964844,122.27249908447266,172.40699768066406,226.9199981689453,200.2675018310547,351.8900146484375,276.2099914550781,398.1000061035156,164.02999877929688
2021-06-30,428.05999755859375,136.9600067138672,270.8999938964844,122.0895004272461,172.00799560546875,226.56666564941406,200.02499389648438,347.7099914550781,277.9200134277344,400.44000244140625,164.74000549316406
2021-07-01,430.42999267578125,137.27000427246094,271.6000061035156,122.44450378417969,171.64849853515625,225.97332763671875,202.1199951171875,354.3900146484375,280.1700134277344,404.8900146484375,165.9600067138672
2021-07-02,433.7200012207031,139.9600067138672,277.6499938964844,125.25749969482422,175.5489959716797,226.3000030517578,204.8699951171875,354.70001220703125,279.1199951171875,409.3599853515625,168.97999572753906
2021-07-06,432.92999267578125,142.02000427246094,277.6600036621094,126.19000244140625,183.78700256347656,219.86000061035156,206.98500061035156,352.7799987792969,277.32000732421875,410.260009765625,167.97000122070312
2021-07-07,434.4599914550781,144.57000732421875,279.92999267578125,126.4739990234375,184.82899475097656,214.88333129882812,203.71749877929688,350.489990234375,279.239990234375,411.6600036621094,169.41000366210938
2021-07-08,430.9200134277344,143.24000549316406,277.4200134277344,125.04399871826172,186.57049560546875,217.60333251953125,199.02749633789062,345.6499938964844,274.1000061035156,409.95001220703125,169.0800018310547
2021-07-09,435.5199890136719,145.11000061035156,277.94000244140625,125.51850128173828,185.9669952392578,218.98333740234375,200.50250244140625,350.4200134277344,280.489990234375,412.1099853515625,169.75
2021-07-12,437.0799865722656,144.5,277.32000732421875,126.97550201416016,185.92750549316406,228.56666564941406,205.125,353.1600036621094,280.1099853515625,416.0400085449219,169.47999572753906
2021-07-13,435.5899963378906,145.63999938964844,280.9800109863281,127.34149932861328,183.8679962158203,222.84666442871094,202.5,352.0899963378906,279.2099914550781,418.5400085449219,169.27000427246094
2021-07-14,436.239990234375,149.14999389648438,282.510009765625,128.23699951171875,184.08399963378906,217.7933349609375,198.4149932861328,347.6300048828125,278.30999755859375,414.739990234375,170.4199981689453
2021-07-15,434.75,148.47999572753906,281.0299987792969,127.00499725341797,181.55999755859375,216.86666870117188,189.66250610351562,344.4599914550781,279.7200012207031,420.04998779296875,168.3699951171875
2021-07-16,431.3399963378906,146.38999938964844,280.75,126.97000122070312,178.68150329589844,214.74000549316406,181.61000061035156,341.1600036621094,277.8999938964844,419.70001220703125,168.10000610351562
2021-07-19,424.9700012207031,142.4499969482422,277.010009765625,124.5780029296875,177.47950744628906,215.4066619873047,187.79750061035156,336.95001220703125,272.6600036621094,409.05999755859375,166.8800048828125
2021-07-20,431.05999755859375,146.14999389648438,279.32000732421875,126.20950317382812,178.6595001220703,220.1666717529297,186.1199951171875,341.6600036621094,276.8900146484375,412.9700012207031,168.4499969482422
2021-07-21,434.54998779296875,145.39999389648438,281.3999938964844,127.54900360107422,179.25999450683594,218.42999267578125,194.10000610351562,346.2300109863281,279.8800048828125,414.6400146484375,169.49000549316406
2021-07-22,435.4599914550781,146.8000030517578,286.1400146484375,128.42149353027344,181.90150451660156,216.4199981689453,195.94000244140625,351.19000244140625,277.70001220703125,415.7699890136719,169.97999572753906
2021-07-23,439.94000244140625,148.55999755859375,289.6700134277344,133.01499938964844,182.83200073242188,214.4600067138672,195.5800018310547,369.7900085449219,278.489990234375,417.70001220703125,171.7899932861328
2021-07-26,441.0199890136719,148.99000549316406,289.04998779296875,134.03500366210938,184.99099731445312,219.2066650390625,192.94000244140625,372.4599914550781,278.79998779296875,413.5400085449219,171.8699951171875
2021-07-27,439.010009765625,146.77000427246094,286.5400085449219,131.89999389648438,181.3195037841797,214.92666625976562,192.0800018310547,367.80999755859375,280.7799987792969,415.1000061035156,172.66000366210938
2021-07-28,438.8299865722656,144.97999572753906,286.2200012207031,136.093994140625,181.51600646972656,215.66000366210938,195.02999877929688,373.2799987792969,278.1000061035156,409.1700134277344,172.17999267578125
2021-07-29,440.6499938964844,145.63999938964844,286.5,135.77749633789062,179.99600219726562,225.78334045410156,196.6199951171875,358.32000732421875,279.760009765625,412.0799865722656,172.17999267578125
2021-07-30,438.510009765625,145.86000061035156,284.9100036621094,134.72650146484375,166.37950134277344,229.06666564941406,194.99000549316406,356.29998779296875,278.2900085449219,412.2200012207031,172.1999969482422
2021-08-02,437.5899963378906,145.52000427246094,284.82000732421875,134.85450744628906,166.57400512695312,236.55667114257812,197.5,351.95001220703125,278.1400146484375,415.57000732421875,172.27000427246094
2021-08-03,441.1499938964844,147.36000061035156,287.1199951171875,135.6300048828125,168.31199645996094,236.5800018310547,198.14999389648438,351.239990234375,281.79998779296875,421.8999938964844,174.38999938964844
2021-08-04,438.9800109863281,146.9499969482422,286.510009765625,135.12550354003906,167.73599243164062,236.97332763671875,202.74000549316406,358.9200134277344,278.7799987792969,421.5400085449219,173.36000061035156
2021-08-05,441.760009765625,147.05999755859375,289.5199890136719,136.25149536132812,168.79949951171875,238.2100067138672,206.3699951171875,362.9700012207031,280.2099914550781,411.19000244140625,173.69000244140625
2021-08-06,442.489990234375,146.13999938964844,289.4599914550781,135.73849487304688,167.2469940185547,233.03334045410156,203.66000366210938,363.510009765625,285.6300048828125,415.1199951171875,173.11000061035156
2021-08-09,442.1300048828125,146.08999633789062,288.3299865722656,136.91299438476562,167.093505859375,237.9199981689453,202.9499969482422,361.6099853515625,287.2300109863281,410.8699951171875,173.7100067138672
2021-08-10,442.67999267578125,145.60000610351562,286.44000244140625,136.8070068359375,166.03399658203125,236.663330078125,199.36000061035156,361.1300048828125,288.94000244140625,411.7799987792969,173.77000427246094
2021-08-11,443.7799987792969,145.86000061035156,286.95001220703125,136.2790069580078,164.60549926757812,235.94000244140625,196.99000549316406,359.9599914550781,291.2799987792969,407.739990234375,173.8000030517578
2021-08-12,445.1099853515625,148.88999938964844,289.80999755859375,137.19400024414062,165.1750030517578,240.75,199.0500030517578,362.6499938964844,290.239990234375,405.9599914550781,175.1999969482422
2021-08-13,445.9200134277344,149.10000610351562,292.8500061035156,137.7274932861328,164.69850158691406,239.05667114257812,201.8800048828125,363.17999267578125,287.8900146484375,409.6700134277344,176.25
2021-08-16,446.9700012207031,151.1199951171875,294.6000061035156,138.3094940185547,164.94949340820312,228.72332763671875,199.5,366.55999755859375,289.45001220703125,417.2099914550781,177.83999633789062
2021-08-17,444.0400085449219,150.19000244140625,293.0799865722656,136.6614990234375,162.09800720214844,221.90333557128906,194.5800018310547,358.45001220703125,289.1000061035156,421.7799987792969,179.47000122070312
2021-08-18,439.17999267578125,146.36000061035156,290.7300109863281,135.44900512695312,160.06100463867188,229.663330078125,190.39999389648438,355.45001220703125,286.3599853515625,417.32000732421875,177.19000244140625
2021-08-19,439.8599853515625,146.6999969482422,296.7699890136719,135.67999267578125,159.3874969482422,224.49000549316406,197.97999572753906,355.1199951171875,285.1300048828125,427.8900146484375,178.57000732421875
2021-08-20,443.3599853515625,148.19000244140625,304.3599853515625,137.42950439453125,159.99749755859375,226.75332641601562,208.16000366210938,359.3699951171875,285.2699890136719,429.7099914550781,179.44000244140625
2021-08-23,447.260009765625,149.7100067138672,304.6499938964844,140.04150390625,163.2935028076172,235.43333435058594,219.5800018310547,363.3500061035156,285.6199951171875,425.3599853515625,177.61000061035156
2021-08-24,447.9700012207031,149.6199951171875,302.6199951171875,141.26150512695312,165.28900146484375,236.163330078125,217.92999267578125,365.510009765625,286.0199890136719,423.4100036621094,175.38999938964844
2021-08-25,448.9100036621094,148.36000061035156,302.010009765625,142.07899475097656,164.95899963378906,237.06666564941406,222.1300048828125,368.3900146484375,287.29998779296875,419.739990234375,174.22999572753906
2021-08-26,446.260009765625,147.5399932861328,299.0899963378906,141.4405059814453,165.8000030517578,233.72000122070312,220.67999267578125,364.3800048828125,285.2699890136719,416.8500061035156,173.3000030517578
2021-08-27,450.25,148.60000610351562,299.7200012207031,144.00399780273438,167.48150634765625,237.30667114257812,226.36000061035156,372.6300048828125,286.6000061035156,418.760009765625,172.92999267578125
